,tractid,nta_name,totpop00,pop24_00,NHW00,A20_34y00,colleg00,mdfami00,mdrent00,Unnamed: 9,totpop16,pop24_16,NHW16,A20_34y16,College16,mdfami16,mdrent16,Unnamed: 17,NHW00_16,A20_34y00_16,College00_16,mdfami00_16,mdrent00_16,Unnamed: 23,scores_raw,score_0.025,score_0.5,score_0.975,Unnamed: 28,medprice04,medpr_unit04,medpr_sf04,medprice15,medpr_unit15,medpr_sf15,medpr_sf15_IA,sales04,sales15,Status_NYC
300,36005042200,Williamsbridge-Olinville,2712,1885,325.0,514,249.0,39474,716,,3387,2255,37,517,442,60128,1198,,-0.908842406,-0.194618012,0.484,0.523230481,0.673184358,,-1.551745939,-1.991283083,-1.07114073,-0.131032054,,350000.0,178333.33,157.08,360000.0,210000.0,176.99,138.0,67.0,35.0,Low to Low
301,36005042300,Norwood,3863,2141,968.0,1068,350.0,35911,691,,4384,2862,666,1208,624,40815,1177,,-0.393748209,-0.003333538,0.334,0.136559828,0.703328509,,-1.006351971,-2.003761434,-1.056222196,-0.093568258,,397500.0,141737.5,125.97,3834887.5,191402.174,125.375,98.0,16.0,6.0,Low to Low
302,36005042400,Williamsbridge-Olinville,2517,1704,92.0,491,301.0,53571,753,,2680,1863,111,456,436,68929,1275,,0.133140006,-0.12776849,0.325,0.28668496,0.693227092,,-0.752994018,-1.69091265,-0.762171692,0.223460968,,273190.0,190000.0,165.72,365000.0,220000.0,206.84,162.0,91.0,49.0,Low to Low
303,36005042500,Norwood,6530,3742,1523.0,1841,506.0,27073,699,,6494,3380,777,1812,561,35052,1247,,-0.48699451,-0.010296054,0.227,0.294721678,0.78397711,,-0.868099888,-1.861686903,-0.895486555,0.053711121,,360200.0,144131.0,97.35,470000.0,152100.0,141.27,110.0,32.0,17.0,Low to Low
304,36005042600,Woodlawn-Wakefield,6470,4173,203.0,1570,987.0,58679,852,,6893,4729,295,1473,1343,78125,1479,,0.364023901,-0.119358603,0.201,0.331396241,0.735915493,,-0.663775057,-1.684410966,-0.77690567,0.133173186,,340000.0,207500.0,165.62,379500.0,214250.0,182.31,142.5,181.0,104.0,Low to Low
305,36005042800,Woodlawn-Wakefield,2275,1509,95.0,474,258.0,66214,938,,1996,1484,49,361,429,76250,1336,,-0.412113701,-0.13194004,0.691,0.151569155,0.424307036,,-1.342663344,-2.203736385,-1.181621122,-0.156207449,,310800.0,220000.0,196.08,378500.0,232500.0,207.02,162.0,71.0,43.0,Low to Low
306,36005042901,Norwood,3521,2136,709.0,936,269.0,27788,708,,4154,2629,475,966,539,43774,1222,,-0.43213264,-0.125216041,0.628,0.575284295,0.725988701,,-0.419019862,-1.8562336,-0.776764061,0.279543958,,360000.0,180000.0,125.155,495000.0,180000.0,146.41,114.0,16.0,17.0,Low to Low
307,36005042902,Norwood,3349,1996,544.0,963,247.0,36250,693,,4544,2804,296,1091,645,27337,1233,,-0.598976673,-0.165021509,0.859,-0.245875862,0.779220779,,-1.591242762,-2.499144118,-1.339178914,-0.190906468,,350000.0,170000.0,152.74,511000.0,126462.963,154.085,120.5,31.0,22.0,Low to Low
308,36005043000,Woodlawn-Wakefield,3124,2092,268.0,804,341.0,55333,689,,3804,2698,164,955,758,73018,1016,,-0.49744966,-0.02452119,0.724,0.319610359,0.474600871,,-0.9097646,-1.934915629,-0.99925508,-0.056207904,,320650.0,213750.0,187.645,372000.0,235000.0,215.34,168.0,78.0,45.0,Low to Low
309,36005043100,Norwood,9816,5796,964.0,2355,867.0,27832,702,,10346,7018,426,2502,1144,33775,1181,,-0.580729177,0.007995213,0.09,0.213531187,0.682336182,,-1.322278385,-2.299047595,-1.211011377,-0.122008711,,1808750.0,84962.665,89.08,3525000.0,158400.0,176.23,138.0,22.0,11.0,Low to Low
310,36005043400,Woodlawn-Wakefield,3502,2119,455.0,843,313.0,39839,722,,3937,2327,167,710,384,43958,1211,,-0.673520587,-0.250828063,0.117,0.103391149,0.677285319,,-1.997194599,-2.118362641,-1.222022474,-0.342732608,,335000.0,175000.0,152.34,375000.0,212500.0,165.53,129.0,51.0,49.0,Low to Low
311,36005043600,Woodlawn-Wakefield,2276,1399,188.0,617,205.0,59868,803,,2179,1537,98,341,461,59350,1329,,-0.455518342,-0.422723016,1.047,-0.008652369,0.655043587,,-1.616444748,-2.425235402,-1.378035467,-0.305156037,,310000.0,240000.0,165.44,357500.0,290400.0,205.48,160.5,75.0,38.0,Low to Low
312,36005044200,Woodlawn-Wakefield,3806,2393,180.0,862,438.0,44000,711,,3533,2290,232,882,426,50000,1198,,0.38848319,0.102266138,0.016,0.136363636,0.684950774,,-0.859637464,-1.967335859,-0.823263988,0.320896303,,325000.0,219750.0,164.31,402500.0,225000.0,189.88,148.0,86.0,54.0,Low to Low
313,36005044400,Woodlawn-Wakefield,4025,2585,181.0,845,597.0,61252,860,,3728,2486,133,719,614,72841,1428,,-0.20665325,-0.081324441,0.069,0.189201985,0.660465116,,-1.271344521,-2.202263394,-1.179400057,-0.151091071,,328500.0,199750.0,161.325,359985.0,237450.0,206.555,161.5,120.0,70.0,Low to Low
314,36005044800,Woodlawn-Wakefield,1760,1146,96.0,344,296.0,66287,1035,,2054,1603,44,495,489,88152,1598,,-0.607270367,0.232988383,0.181,0.329853516,0.543961353,,-1.013425058,-2.158866234,-1.015725622,0.128748086,,300000.0,218750.0,169.36,325000.0,247500.0,224.31,175.0,84.0,38.0,Low to Low
315,36005044901,Woodlawn-Wakefield,1993,1548,1861.0,534,459.0,60592,756,,1450,1087,1150,346,376,94432,1249,,-0.150642035,-0.109417538,0.167,0.55848957,0.652116402,,-0.753920792,-1.986389806,-0.681938868,0.62006971,,485000.0,250000.0,185.18,440000.0,269625.0,188.745,147.5,37.0,24.0,Low to Low
316,36005044902,Woodlawn-Wakefield,2041,1457,1985.0,624,287.0,58333,787,,1994,1393,1520,455,560,77917,1283,,-0.216207817,-0.253646356,1.041,0.335727633,0.630241423,,-0.639197011,-1.59883891,-0.454483483,0.677858265,,459000.0,272418.0,192.87,486500.0,278125.0,200.12,156.5,38.0,34.0,Low to Low
317,36005045101,Woodlawn-Wakefield,1783,1461,1650.0,492,431.0,66667,731,,1548,1260,1241,500,514,104028,1419,,-0.13370018,0.170537384,0.383,0.560412198,0.941176471,,0.261836915,-1.154249102,-0.008446635,1.119006008,,446000.0,223000.0,204.63,482500.0,328500.0,232.255,181.5,20.0,20.0,Low to Low
318,36005045102,Woodlawn-Wakefield,1953,1547,1698.0,540,336.0,52195,750,,1870,1521,1489,516,569,97222,1399,,-0.084164131,-0.002032086,0.722,0.862668838,0.865333333,,0.512973874,-0.981244119,0.112452001,1.216619636,,437250.0,271250.0,193.555,477500.0,271250.0,213.955,167.0,42.0,38.0,Low to Low
319,36005045600,Eastchester-Edenwald-Baychester,2828,1785,752.0,451,405.0,68019,851,,2988,2067,680,570,527,91027,1398,,-0.144165314,0.196181622,0.124,0.338258428,0.642773208,,-0.622338468,-1.946890421,-0.815859615,0.298928577,,335000.0,232405.0,166.865,415500.0,265000.0,211.185,162.0,92.0,60.0,Low to Low
320,36005045800,Eastchester-Edenwald-Baychester,7329,3740,58.0,1315,205.0,13951,268,,5211,2793,13,1288,458,25833,480,,-0.684761678,0.377570261,1.992,0.851695219,0.791044776,,1.105715807,-1.070042686,-0.089648907,0.867423321,,,,,,,,,,,
321,36005046000,Eastchester-Edenwald-Baychester,2746,1778,122.0,534,318.0,35903,635,,2888,1807,47,597,159,38938,925,,-0.633696244,0.063007719,-0.508,0.084533326,0.456692913,,-2.810280296,-2.664285938,-1.6363467,-0.609653001,,295100.0,222000.0,161.28,401500.0,188333.333,160.56,125.0,45.0,31.0,Low to Low
322,36005046201,Co-op City,24834,18199,4323.0,3921,4043.0,52801,620,,29256,21585,2505,5053,5569,62068,937,,-0.508125595,0.093916531,0.161,0.17550804,0.511290323,,-1.366008244,-2.272942731,-1.207928846,-0.148499741,,211500.0,181500.0,148.67,280000.0,280000.0,153.51,120.0,8.0,3.0,Low to Low
323,36005046202,Co-op City,7320,4759,738.0,1324,874.0,43294,629,,9410,5738,182,1766,1314,40152,1058,,-0.808161185,0.037586164,0.247,-0.072573567,0.682034976,,-1.880405124,-2.220222338,-1.306164164,-0.370812461,,373317.0,225000.0,167.535,384450.0,237125.0,196.65,153.5,168.0,68.0,Low to Low
324,36005048400,Eastchester-Edenwald-Baychester,3801,2255,88.0,849,587.0,62396,972,,4054,2683,154,834,711,78387,1445,,0.640786877,-0.078972737,0.018,0.256282454,0.486625514,,-1.191179095,-2.013698246,-1.028452001,-0.031923636,,357500.0,198750.0,172.62,380000.0,240000.0,201.15,157.0,94.0,73.0,Low to Low
325,36005051600,Pelham Bay-Country Club-City Island,4520,3459,3801.0,739,1147.0,73750,798,,4034,2911,2637,625,1083,111982,1226,,-0.222653225,-0.052371486,0.122,0.5184,0.536340852,,-0.967687699,-2.092091857,-0.860231304,0.375549995,,399999.5,350000.0,260.755,417450.0,373750.0,290.265,227.0,130.0,118.0,High to Low
326,36047000100,Brooklyn Heights-Cobble Hill,5311,4210,3836.0,1993,2403.0,112010,733,,4224,3624,2914,759,2468,133456,1478,,-0.04486812,-0.521163917,0.193,0.191465048,1.016371078,,-1.537003552,-1.546914518,-0.601296608,0.348060828,,1525000.0,915000.0,472.43,4250000.0,1350000.0,1780.0,1391.0,17.0,9.0,High to High
327,36047000200,Sunset Park West,1309,700,59.0,465,24.0,32174,749,,1638,1088,63,573,87,46964,1327,,-0.146675359,-0.01524676,1.332,0.459687947,0.771695594,,0.317476152,-0.674820941,0.37642593,1.445324612,,385000.0,192500.0,208.59,695000.0,300000.0,382.85,299.0,7.0,19.0,High to High
328,36047000301,Brooklyn Heights-Cobble Hill,5101,4262,4103.0,1580,3028.0,144248,988,,4246,3477,3262,819,2316,179931,2023,,-0.044880365,-0.377266616,-0.062,0.247372581,1.04757085,,-1.33841195,-1.931795313,-0.908259213,0.098967314,,2300000.0,687500.0,430.76,7010000.0,2725000.0,1209.17,945.0,11.0,17.0,High to High
329,36047000501,Brooklyn Heights-Cobble Hill,2812,2352,2352.0,971,1833.0,145502,909,,4697,2850,3285,1655,2274,184844,1894,,-0.163833406,0.020407224,0.024,0.270388036,1.083608361,,-0.488956034,-1.485042962,-0.407753025,0.634746531,,2508000.0,1166666.67,637.5,4750000.0,2375000.0,1260.225,984.5,11.0,2.0,High to High
330,36047000502,Brooklyn Heights-Cobble Hill,3252,2721,2720.0,1132,2121.0,145502,909,,2618,2188,2004,798,1895,175197,1998,,-0.084813284,-0.124336275,0.111,0.204086542,1.198019802,,-0.531184381,-0.620994188,0.363885459,1.304819509,,2600000.0,232835.82,326.06,7625000.0,718588.874,1005.305,785.0,9.0,8.0,High to High
331,36047000700,Brooklyn Heights-Cobble Hill,3668,2882,2878.0,1260,2247.0,151958,1079,,4110,3140,3100,1069,2729,176893,2115,,-0.03870118,-0.242827791,0.115,0.164091394,0.960148285,,-1.052914166,-1.197216878,-0.307067399,0.598934597,,2367431.0,1300000.0,591.11,5650000.0,3600000.0,1485.97,1161.0,31.0,21.0,High to High
332,36047000900,Brooklyn Heights-Cobble Hill,2173,1725,1540.0,921,1302.0,125886,919,,4245,3345,2896,1858,2860,220139,2722,,-0.037368944,0.032685576,0.133,0.748717093,1.961915125,,1.088811407,0.391630936,1.339997985,2.292980018,,2000500.0,925000.0,524.24,5250000.0,2625000.0,1509.865,1179.5,7.0,2.0,High to High
333,36047001100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,109,94,40.5,15,21.5,28988,701,,1124,1006,702,776,856,156250,2867,,0.680901542,4.016844603,2.72,4.390161446,3.089871612,,7.767826349,3.327721888,4.467783505,5.654016047,,,,,46601000.0,1370617.647,8886.54,6943.0,,1.0,
334,36047001300,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2546,2304,1446.0,763,1243.0,101761,1078,,2565,2121,1512,892,1118,158542,2204,,0.037897649,0.160409689,-0.023,0.557983903,1.044526902,,0.022138689,0.191019318,1.14392616,2.108740188,,175000.0,170.565,0.2,,,,,2.0,,
335,36047001500,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2515,1568,240.0,746,255.0,16755,278,,6390,4693,1927,2537,2839,79583,2253,,2.160149322,0.338501219,2.72,3.749806028,7.104316547,,7.544496056,3.056603945,4.039082731,5.056200944,,705000.0,223880.6,225.96,1940000.0,637500.0,689.94,539.0,5.0,5.0,High to High
336,36047002000,Sunset Park West,1559,884,94.0,472,75.0,24432,676,,1265,827,46,361,129,76964,1299,,-0.396905222,-0.057414417,0.839,2.150130976,0.921597633,,1.255116625,-0.385275286,0.643361679,1.653051967,,405500.0,195000.0,187.07,760000.0,258333.333,316.67,247.0,19.0,21.0,Low to High
337,36047002100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1137,883,814.0,528,547.0,106530,1192,,4628,3559,3410,1397,2918,248278,3261,,0.029193628,-0.349975691,0.324,1.330592321,1.735738255,,0.902239316,-0.264051767,0.88318631,2.010418086,,766966.0,304250.0,160.415,4174825.0,2793706.0,1180.12,922.0,22.0,10.0,Low to High
338,36047002200,Sunset Park West,4240,2712,824.0,941,367.0,33924,629,,4976,3556,870,1169,857,44750,1184,,-0.100341835,0.058547553,0.781,0.319125103,0.882352941,,0.095724589,-1.208286118,-0.226484723,0.730666547,,429000.0,206000.0,184.13,800000.0,395000.0,323.61,253.0,31.0,22.0,Low to High
339,36047002300,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4522,2472,36.5,875,47.0,11275,276,,4389,2653,36,1005,321,22269,425,,0.01618929,0.183376623,5.364,0.975077605,0.539855072,,2.062378789,1.003786462,2.07141367,3.138253977,,,,,,,,,,,
340,36047002901,Fort Greene,4314,2107,45.0,1016,69.0,12589,234,,4074,2415,91,887,157,21125,509,,1.141351661,-0.075538077,0.985,0.678052268,1.175213675,,1.150824198,0.774805341,1.84712388,2.904516582,,,,,,,,,,,
341,36047003000,Bay Ridge,2009,1463,1420.0,521,568.0,60040,791,,1792,1212,1111,414,670,91932,1423,,-0.122862566,-0.109150072,0.424,0.531179214,0.798988622,,-0.314996058,-1.416761576,-0.413659761,0.587454997,,575000.0,350000.0,268.52,885000.0,587500.0,445.115,348.0,29.0,26.0,High to High
342,36047003100,Fort Greene,2756,1776,391.0,716,607.0,47888,648,,2879,2020,756,715,1101,92188,1905,,0.850898428,-0.044060147,0.595,0.925075175,1.939814815,,1.820955624,0.99588119,1.954153032,2.897237926,,130000.0,710.38,0.69,25500.0,139.344,0.14,0.0,1.0,1.0,Low to Low
343,36047003300,Fort Greene,2438,1802,654.0,820,908.0,39671,908,,3171,2523,1711,1259,1721,145244,2266,,1.011452218,0.180454731,0.354,2.661213481,1.495594714,,2.613238795,1.285408275,2.22261894,3.186887352,,990000.0,408333.33,310.86,2212500.0,1025000.0,819.445,640.5,21.0,16.0,High to High
344,36047003400,Bay Ridge,2889,2238,2200.0,683,807.0,57361,775,,2829,2317,1761,526,1008,103359,1315,,-0.182568688,-0.213534575,0.206,0.801903733,0.696774194,,-0.611741205,-1.718381063,-0.565896712,0.555155356,,571000.0,356000.0,298.91,875000.0,470750.0,416.34,325.0,49.0,36.0,High to High
345,36047003500,Fort Greene,1470,1113,362.0,472,483.0,73977,798,,1589,1294,577,402,748,91750,1202,,0.474553995,-0.212088404,0.332,0.240250348,0.506265664,,-1.124667309,-0.373635915,0.561414093,1.47410287,,1400000.0,520833.335,381.695,2600000.0,1016666.667,778.06,608.0,4.0,5.0,High to High
346,36047003600,Bay Ridge,3940,3016,2923.0,841,1181.0,50690,764,,4342,3137,2418,976,1675,104006,1412,,-0.249356231,0.053077235,0.364,1.05180509,0.848167539,,0.351425423,-1.227063474,-0.260855976,0.68893504,,540000.0,319500.0,237.36,912500.0,519500.0,402.465,314.0,36.0,14.0,High to High
347,36047003700,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,384,305,140.0,121,121.0,27955,828,,1214,883,884,668,756,152813,2646,,0.997269946,0.746238784,1.158,4.466392416,2.195652174,,5.022116736,2.064999846,2.99192566,3.931129002,,1575000.0,98437.5,254.03,19763852.5,3468606.0335,934.595,730.0,3.0,4.0,High to High
348,36047003800,Bay Ridge,1599,1213,1408.0,359,648.0,78745,875,,1459,1099,1047,294,576,103125,1479,,-0.185038301,-0.102476035,-0.019,0.309606959,0.690285714,,-1.200899067,-2.056580502,-0.921440442,0.223104197,,750000.0,397500.0,305.77,992500.0,703000.0,437.62,341.5,23.0,18.0,High to High
349,36047003900,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2100,1642,874.0,747,673.0,45179,690,,2458,1924,1327,823,1422,149286,1380,,0.297170031,-0.058724728,0.803,2.304322805,1.0,,1.736925212,0.689378238,1.58913684,2.502680142,,850000.0,357500.0,271.2,2600000.0,1227500.0,913.15,713.0,21.0,13.0,High to High
350,36047004100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3317,2732,2212.0,1076,1584.0,88487,931,,3653,2879,2383,859,1900,173438,2044,,-0.021784097,-0.27510235,0.138,0.960039328,1.195488722,,0.037287325,0.017571848,0.950276536,1.933887279,,977500.0,419583.335,346.305,3350000.0,1675000.0,1013.19,792.0,46.0,35.0,High to High
351,36047004300,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2918,2142,1326.0,1197,958.0,78005,1006,,3260,2659,2065,1124,2050,186607,1968,,0.393940445,-0.159495877,0.724,1.392244087,0.956262425,,0.966295859,0.189745157,1.125260314,2.095900214,,880000.0,293333.33,283.87,3577135.5,2637500.0,1107.51,865.5,29.0,28.0,High to High
352,36047004400,Bay Ridge,2548,1901,2242.0,404,903.0,107001,947,,2255,1726,1812,409,972,112212,1362,,-0.086779898,0.143917806,0.186,0.048700479,0.438225977,,-1.311493478,-1.913354598,-0.911240047,0.108959377,,805000.0,772500.0,386.665,1200000.0,1150000.0,635.325,498.0,70.0,56.0,High to High
353,36047004500,Carroll Gardens-Columbia Street-Red Hook,3464,2800,2881.0,1171,2102.0,130840,1031,,3465,2722,2928,1087,2281,209808,2192,,0.016020471,-0.072001459,0.116,0.603546316,1.126091174,,-0.010768054,-0.593946212,0.353034872,1.318681794,,1457500.0,587083.335,442.48,4350000.0,1816666.6665,1323.33,1034.0,30.0,18.0,High to High
354,36047004600,Bay Ridge,1279,839,1120.0,187,334.0,80699,835,,1338,944,1110,197,525,166000,1153,,-0.052630525,0.007022214,0.397,1.057026729,0.380838323,,-0.286858333,-1.426635881,-0.42090949,0.56925612,,768500.0,751500.0,332.68,1337500.0,1287500.0,582.775,455.0,30.0,22.0,High to High
355,36047004700,Carroll Gardens-Columbia Street-Red Hook,1214,840,574.0,508,464.0,72545,783,,2142,1535,1172,473,1027,135114,1710,,0.157217358,-0.47228839,0.211,0.862485354,1.183908046,,-0.374103861,-0.93027828,0.106294032,1.10175146,,950000.0,316666.67,237.5,2207000.0,735666.667,781.25,610.0,5.0,9.0,High to High
356,36047004900,Carroll Gardens-Columbia Street-Red Hook,2575,2113,1660.0,802,1158.0,87855,1002,,2599,2164,1695,792,1556,134583,1914,,0.011655317,-0.021588008,0.312,0.531876387,0.910179641,,-0.069421936,-0.863172757,0.099516313,1.062456671,,1425000.0,742500.0,535.74,2584416.5,2393750.0,1145.91,895.0,18.0,22.0,High to High
357,36047005000,Bay Ridge,2345,1817,1961.0,441,775.0,91523,849,,2449,1801,1917,427,1225,124671,1681,,-0.063951005,-0.072864208,0.595,0.362182184,0.979976443,,-0.044442836,-1.278179828,-0.218920588,0.855275361,,690000.0,565000.0,357.76,1020000.0,950000.0,617.9,483.0,39.0,35.0,High to High
358,36047005100,Carroll Gardens-Columbia Street-Red Hook,2167,1651,1267.0,779,752.0,61806,951,,2392,1827,1442,437,1171,100446,2285,,0.031065799,-0.491791745,0.407,0.625182021,1.402733964,,-0.283159812,-0.591444673,0.409560099,1.432973205,,637500.0,212500.0,249.45,1375000.0,479166.667,568.33,444.0,16.0,14.0,High to High
359,36047005201,Bay Ridge,1777,1597,1600.0,232,497.0,103385,409,,1623,1380,1172,209,675,125815,520,,-0.197995995,-0.013658721,0.572,0.216956038,0.271393643,,-1.296078351,-1.808175567,-0.729070182,0.343160269,,730000.0,660000.0,359.6,1050000.0,1015000.0,560.07,437.5,22.0,14.0,High to High
360,36047005202,Bay Ridge,2451,2032,2229.0,485,720.0,64792,856,,2464,2005,2109,542,1165,99934,1672,,-0.058827739,0.111629736,0.64,0.542381776,0.953271028,,0.428822751,-1.092455656,0.057023205,1.195645142,,620000.0,400000.0,268.34,1084750.0,700000.0,539.12,421.0,21.0,10.0,High to High
361,36047005300,Carroll Gardens-Columbia Street-Red Hook,1780,1046,508.0,523,283.0,33774,633,,2424,1794,1202,719,951,91080,1608,,0.737513318,0.009519212,0.959,1.696748979,1.54028436,,2.321438149,0.575225755,1.530589367,2.491247679,,396248.5,165000.0,169.46,1287500.0,587500.0,711.7,556.0,62.0,30.0,Low to High
362,36047005400,Bay Ridge,3253,2701,2610.0,857,1035.0,56571,791,,3160,2686,2460,695,1456,83365,1452,,-0.029732286,-0.165164394,0.415,0.473634901,0.835651075,,-0.387965429,-1.214666,-0.218259657,0.79846936,,634250.0,347500.0,289.34,999000.0,569000.0,470.15,367.0,36.0,15.0,High to High
363,36047005601,Bay Ridge,2549,2121,2134.0,554,755.0,61696,824,,2310,2086,1882,486,1093,80625,1439,,-0.026842667,-0.031979933,0.472,0.306810814,0.746359223,,-0.435277609,-1.32589802,-0.189889145,0.918627513,,572000.0,363625.0,254.435,882500.0,625000.0,525.865,411.0,22.0,22.0,High to High
364,36047005602,Bay Ridge,1498,1238,1260.0,357,603.0,41484,792,,1622,1297,1198,502,765,96855,1307,,-0.12189341,0.298662992,0.211,1.334755568,0.650252525,,0.517473087,-0.773985526,0.401333796,1.51155162,,660000.0,311500.0,168.74,809000.0,450000.0,356.03,278.0,3.0,5.0,Low to High
365,36047005800,Bay Ridge,3308,2585,2497.0,874,967.0,48625,756,,3106,2255,1835,707,1089,75000,1311,,-0.217324795,-0.138466775,0.291,0.542416452,0.734126984,,-0.612293671,-1.312930703,-0.350583175,0.605074263,,525000.0,325250.0,282.97,935000.0,525000.0,436.04,340.5,37.0,28.0,High to High
366,36047005900,Carroll Gardens-Columbia Street-Red Hook,1064,562,214.0,332,66.0,21189,506,,1397,1039,808,478,610,59554,1886,,1.875694914,0.096566653,3.999,1.810609278,2.727272727,,4.827841535,1.53165991,2.581286783,3.678030765,,447972.0,178333.33,194.875,1300000.0,650000.0,595.98,466.0,28.0,21.0,Low to High
367,36047006000,Bay Ridge,2934,2088,2036.0,829,709.0,50118,767,,2541,1768,1598,660,746,93214,1429,,-0.09373659,-0.08072627,0.243,0.859890658,0.863102999,,-0.022036502,-1.183186976,-0.214791588,0.736424506,,537500.0,287500.0,256.41,935000.0,651250.0,556.61,435.0,45.0,22.0,High to High
368,36047006200,Bay Ridge,3062,2200,2206.0,832,704.0,39902,736,,2916,2004,1744,563,1000,71023,1470,,-0.169846049,-0.289436761,0.559,0.779935843,0.997282609,,-0.060765259,-1.185524866,-0.181996615,0.833680978,,595000.0,342500.0,212.08,927000.0,483333.333,427.19,334.0,31.0,15.0,High to High
369,36047006300,Carroll Gardens-Columbia Street-Red Hook,1752,1368,1353.0,654,779.0,66058,942,,1885,1428,1488,437,977,132292,2293,,0.022181183,-0.378950186,0.201,1.002664325,1.43418259,,0.182122597,-0.480759851,0.480718683,1.455350534,,997499.5,415833.085,317.0,2495000.0,831666.667,908.2,710.0,4.0,9.0,High to High
370,36047006400,Bay Ridge,3553,2592,2806.0,946,891.0,60161,776,,2975,2267,2206,469,875,76448,1286,,-0.061085429,-0.407906977,0.123,0.270723558,0.657216495,,-1.681080553,-1.933061676,-0.954179557,0.004632116,,630000.0,365000.0,287.88,995000.0,600000.0,468.14,366.0,53.0,43.0,High to High
371,36047006500,Carroll Gardens-Columbia Street-Red Hook,5145,4079,4183.0,1662,2261.0,77714,1020,,5763,4559,4906,1259,3424,163333,2138,,0.047071741,-0.323712329,0.355,1.101719124,1.096078431,,0.181057646,-0.213976667,0.736639297,1.685171956,,899500.0,330666.665,363.84,2125000.0,950000.0,874.29,683.0,44.0,43.0,High to High
372,36047006600,Bay Ridge,3631,2632,2654.0,975,796.0,44338,770,,3528,2594,2198,962,970,71793,1384,,-0.147637289,0.015472411,0.236,0.619220533,0.797402597,,-0.220290088,-1.368216924,-0.436816467,0.481420979,,620000.0,272500.0,234.85,945750.0,451500.0,337.26,263.5,27.0,22.0,High to High
373,36047006700,Carroll Gardens-Columbia Street-Red Hook,3500,2775,2924.0,1044,1921.0,100854,1020,,3867,2924,3183,942,2219,163571,1994,,-0.014734802,-0.183334374,0.096,0.621859321,0.954901961,,-0.420336524,-0.785077476,0.173621196,1.149116207,,1300000.0,647500.0,404.04,3589393.5,1851942.0,1018.44,795.5,29.0,32.0,High to High
374,36047006800,Bay Ridge,4836,3208,2693.0,1167,766.0,41513,731,,4731,3198,2252,1301,985,41529,1341,,-0.145198301,0.139566791,0.29,0.000385421,0.834473324,,-0.727174597,-1.523044813,-0.572328061,0.392333339,,565000.0,280000.0,227.79,980000.0,428333.3335,409.975,320.5,33.0,32.0,High to High
375,36047006900,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3285,2521,1900.0,1330,1457.0,60526,1013,,3417,2820,2536,1438,2391,162174,2226,,0.283175454,0.039435727,0.467,1.679410501,1.197433366,,1.51068082,0.067452439,1.011630378,1.969081642,,750000.0,325000.0,328.7,2682500.0,933333.333,772.025,604.0,33.0,22.0,High to High
376,36047007000,Bay Ridge,2439,1802,1443.0,465,440.0,46842,680,,2470,1706,1317,372,720,46618,1182,,-0.0987728,-0.210040486,0.728,-0.004782033,0.738235294,,-1.021606591,-1.766772582,-0.791081868,0.169722014,,517000.0,300250.0,238.03,825000.0,362500.0,464.27,363.0,17.0,13.0,High to High
377,36047007100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4561,2721,715.0,991,584.0,22904,418,,4943,3368,993,1226,1098,43716,589,,0.281482467,0.141527235,0.519,0.908662242,0.409090909,,0.060886264,-0.071996451,0.833432877,1.741163486,,885000.0,497500.0,375.0,1700000.0,750000.0,690.62,540.0,27.0,21.0,High to High
378,36047007200,Sunset Park West,2016,1234,325.0,544,151.0,36434,689,,2127,1253,274,586,104,35077,1321,,-0.200920039,0.020990625,-0.322,-0.03724543,0.917271408,,-1.665564692,-2.113898305,-1.092606166,-0.087984809,,595000.0,196666.67,168.09,990000.0,426666.667,451.64,353.0,9.0,5.0,Low to High
379,36047007400,Sunset Park West,5330,3104,316.0,1526,276.0,35651,734,,5767,3511,441,1297,660,31071,1471,,0.289818983,-0.214470137,1.114,-0.128467645,1.004087193,,-0.492778229,-1.588098302,-0.643000991,0.311953612,,575000.0,251716.665,205.91,930000.0,402500.0,364.71,285.0,38.0,37.0,Low to High
380,36047007500,Carroll Gardens-Columbia Street-Red Hook,4359,3412,3345.0,1444,2143.0,75243,1016,,4543,3507,3686,1157,2711,172083,2281,,0.057312438,-0.231205447,0.231,1.287030023,1.24507874,,0.559256008,-0.290463078,0.687869161,1.681623676,,958250.0,451666.665,407.055,2725000.0,1058333.333,942.46,736.0,82.0,47.0,High to High
381,36047007600,Sunset Park West,4440,2560,447.0,1272,295.0,35637,659,,4936,3245,668,1339,756,31302,1294,,0.344239827,-0.053106174,1.022,-0.121643236,0.963581184,,-0.29193921,-1.227971507,-0.316327829,0.577690768,,453000.0,221916.665,193.825,750000.0,350000.0,315.38,246.0,70.0,35.0,Low to High
