,tractid,nta_name,totpop00,pop24_00,NHW00,A20_34y00,colleg00,mdfami00,mdrent00,Unnamed: 9,totpop16,pop24_16,NHW16,A20_34y16,College16,mdfami16,mdrent16,Unnamed: 17,NHW00_16,A20_34y00_16,College00_16,mdfami00_16,mdrent00_16,Unnamed: 23,scores_raw,score_0.025,score_0.5,score_0.975,Unnamed: 28,medprice04,medpr_unit04,medpr_sf04,medprice15,medpr_unit15,medpr_sf15,medpr_sf15_IA,sales04,sales15,Status_NYC
0,36005000200,Soundview-Castle Hill-Clason Point-Harding Park,3505,2059,136.0,709,171.0,50817,730,,5251,3494,93,1155,615,75165,1237,,-0.543553329,0.087381032,1.119,0.479130999,0.694520548,,-0.012303266,-1.288060938,-0.139751007,0.990197036,,311000.0,172000.0,142.15,337500.0,182083.3335,172.825,135.0,231.0,110.0,Low to Low
1,36005000400,Soundview-Castle Hill-Clason Point-Harding Park,3354,1979,186.0,702,234.0,41019,643,,5980,4136,243,1308,972,81163,1390,,-0.267251052,0.045039019,0.988,0.978668422,1.161741835,,1.118075857,-0.685202893,0.337358707,1.375168913,,319000.0,166803.0,158.74,450000.0,228750.0,210.0,164.0,194.0,101.0,Low to Low
2,36005001600,Soundview-Castle Hill-Clason Point-Harding Park,5208,3157,294.0,1232,351.0,30104,558,,6056,3653,142,1143,358,36701,945,,-0.584638611,-0.202151135,-0.119,0.219140314,0.693548387,,-1.90884313,-1.896047862,-0.977492589,-0.060854317,,345393.0,172696.5,129.705,340000.0,175000.0,173.33,135.0,76.0,27.0,Low to Low
3,36005001900,Mott Haven-Port Morris,1613,961,80.0,239,37.0,23671,461,,2682,1805,195,837,370,39010,1134,,0.465953579,1.10621718,4.324,0.648008111,1.459869848,,3.69811807,0.763317047,1.640029899,2.523888675,,262650.0,123666.67,103.0,363000.0,136666.667,173.61,136.0,53.0,25.0,Low to Low
4,36005002000,Soundview-Castle Hill-Clason Point-Harding Park,9101,4894,116.0,1799,302.0,19694,266,,9131,5477,128,1932,597,20789,610,,0.099822885,0.070401552,0.766,0.055600691,1.293233083,,0.308494131,-1.295466296,-0.302502128,0.729423927,,330000.0,154500.0,126.79,390000.0,175000.0,148.15,116.0,83.0,37.0,Low to Low
5,36005002300,Mott Haven-Port Morris,4305,2430,41.0,827,152.0,20217,229,,4824,2692,10,1142,140,20885,417,,-0.782338308,0.232328382,-0.169,0.0330415,0.820960699,,-1.706307003,-1.20508191,-0.122568084,0.960107802,,,,,,,,,,,
6,36005002500,Mott Haven-Port Morris,5109,2728,19.0,1212,90.0,15662,340,,5651,3295,91,1332,313,24939,692,,3.330104593,-0.006398587,1.879,0.592325374,1.035294118,,1.78036507,0.387585329,1.41861982,2.436340477,,310000.0,115000.0,86.08,450000.0,427500.0,185.085,144.5,12.0,6.0,Low to Low
7,36005002701,Mott Haven-Port Morris,3033,1533,35.0,595,161.0,13077,264,,3034,1529,25,589,159,22759,447,,-0.285949713,-0.010410308,-0.01,0.74038388,0.693181818,,-0.637407894,-0.549493928,0.533968111,1.622549826,,539000.0,30207.685,57.21,,,,,2.0,,
8,36005002702,Mott Haven-Port Morris,4736,2249,8.0,1114,77.0,12042,332,,4684,2429,45,1205,187,23403,963,,4.687446627,0.0936961,1.249,0.943447932,1.90060241,,2.920196856,0.928143196,1.906217911,2.89242974,,368000.0,184000.0,167.455,465000.0,189565.217,182.5,143.0,6.0,7.0,Low to Low
9,36005002800,Soundview-Castle Hill-Clason Point-Harding Park,5718,3720,49.0,1121,522.0,38448,586,,5350,3975,38,1191,791,51109,937,,-0.17114629,0.135524523,0.418,0.329301914,0.598976109,,-0.502015961,-0.997689314,0.011926036,1.026399838,,287000.0,143500.0,171.46,240000.0,170000.0,129.04,101.0,10.0,7.0,Low to Low
10,36005003100,Mott Haven-Port Morris,1504,862,112.0,351,110.0,28365,616,,1744,1019,14,409,105,53229,1025,,-0.892201835,0.004887739,-0.193,0.876573242,0.663961039,,-1.58442128,-1.146477599,-0.171870514,0.787893835,,283500.0,68162.79,72.02,775000.0,450000.0,266.67,208.0,6.0,5.0,Low to Low
11,36005003300,Mott Haven-Port Morris,3090,1490,11.0,653,50.0,11420,277,,3855,2038,45,772,159,20568,626,,2.279094446,-0.052371277,1.325,0.801050788,1.259927798,,1.777648007,0.364969742,1.312499671,2.290432777,,270750.0,118916.665,139.435,420000.0,173150.133,174.47,136.0,18.0,13.0,Low to Low
12,36005003500,Mott Haven-Port Morris,3448,1805,64.0,723,150.0,20122,417,,3935,2343,15,1003,246,31826,880,,-0.794631512,0.215584507,0.263,0.581651923,1.110311751,,-0.186109469,-0.908483216,0.147017016,1.195614783,,267500.0,85178.57,79.86,355000.0,97692.3075,128.19,100.5,22.0,10.0,Low to Low
13,36005003800,Soundview-Castle Hill-Clason Point-Harding Park,1328,697,77.0,281,56.0,53705,711,,1246,835,14,368,81,33750,911,,-0.806216256,0.395794657,0.207,-0.371566893,0.281293952,,-2.765208434,-2.696669025,-1.640980731,-0.562601412,,351000.0,146000.0,142.27,394500.0,172500.0,150.16,117.5,35.0,20.0,Low to Low
14,36005003900,Mott Haven-Port Morris,6022,3492,30.0,1456,104.0,23006,389,,6487,3854,297,1970,316,36297,1067,,8.190349931,0.256034893,1.753,0.577718856,1.742930591,,3.11198049,0.79704119,1.724208931,2.660097476,,375000.0,175000.0,117.13,525000.0,140000.0,123.81,97.0,51.0,25.0,Low to Low
15,36005004001,Soundview-Bruckner,1365,1047,180.0,183,195.0,35156,636,,1489,1105,171,243,147,62857,1057,,-0.129113499,0.21728743,-0.286,0.787945159,0.661949686,,-0.648876674,-1.635830009,-0.656054786,0.344521318,,360000.0,196500.0,168.86,440000.0,227500.0,223.68,175.0,47.0,17.0,Low to Low
16,36005004100,Mott Haven-Port Morris,5240,2769,21.0,1163,71.0,15000,269,,6208,2965,36,1399,169,18394,538,,0.446980854,0.015354221,1.223,0.226266667,1.0,,0.545209229,-0.055782053,0.925634042,1.931039503,,237000.0,146250.0,94.6,343000.0,242500.0,166.145,129.5,32.0,26.0,Low to Low
17,36005004200,Soundview-Castle Hill-Clason Point-Harding Park,7762,4644,174.0,1375,531.0,31572,493,,7848,4726,362,1719,534,29646,815,,1.057661664,0.236482068,-0.012,-0.061003421,0.653144016,,-0.907415111,-1.658453827,-0.750277289,0.159017753,,369500.0,184750.0,159.955,497500.0,248750.0,215.365,168.5,6.0,2.0,Low to Low
18,36005004300,Mott Haven-Port Morris,4780,2534,45.0,1011,105.0,21956,367,,6021,3506,23,1606,291,22643,786,,-0.594234992,0.26111199,1.003,0.031289852,1.141689373,,0.070913088,-0.645130553,0.368931534,1.356863665,,311038.5,136250.0,127.25,420000.0,185000.0,185.0,145.0,22.0,13.0,Low to Low
19,36005004400,Soundview-Bruckner,4671,2494,203.0,957,158.0,14346,239,,4827,2844,81,1011,256,26250,480,,-0.613880665,0.022284524,0.421,0.829778335,1.008368201,,0.087527193,-1.311971683,-0.394993185,0.534229213,,325000.0,150000.0,133.25,770305.5,258465.667,244.545,191.0,20.0,18.0,Low to Low
20,36005004600,Soundview-Castle Hill-Clason Point-Harding Park,1376,874,100.0,270,89.0,22500,361,,1976,1189,51,338,220,35000,808,,-0.6448583,-0.128265107,0.817,0.555555556,1.238227147,,0.121131044,-1.380303549,-0.338717392,0.721243665,,320000.0,106666.67,84.53,3245287.0,101415.219,103.68,81.0,7.0,1.0,Low to Low
21,36005004800,Soundview-Bruckner,3536,1939,50.0,898,117.0,15817,590,,4504,2739,29,1150,241,31863,1095,,-0.544653641,0.005391891,0.458,1.014478093,0.855932203,,0.130302525,-1.134987075,-0.260496269,0.615592532,,347500.0,136900.0,124.69,399000.0,154000.0,166.67,130.0,24.0,15.0,Low to Low
22,36005005001,Soundview-Bruckner,4964,2661,70.0,1317,214.0,20938,617,,5181,3000,47,1103,354,35547,1291,,-0.356693413,-0.197568594,0.467,0.697726621,1.092382496,,-0.031624213,-1.04719923,0.016354301,1.090914168,,340000.0,155166.67,117.85,420000.0,173333.333,158.25,124.0,45.0,29.0,Low to Low
23,36005005002,Soundview-Bruckner,5776,3097,83.0,1539,250.0,20938,617,,5687,3372,35,1684,263,31368,1168,,-0.57171397,0.111341222,-0.034,0.498137358,0.893030794,,-0.689359354,-1.344762959,-0.299154764,0.771494231,,390000.0,155466.67,125.24,466982.0,143333.333,115.74,90.0,17.0,11.0,Low to Low
24,36005005100,Mott Haven-Port Morris,5594,2801,55.0,955,85.0,13469,226,,5676,3044,9,1342,277,21525,522,,-0.838727657,0.384934454,1.999,0.598114188,1.309734513,,1.213520576,-0.050950041,0.833291325,1.746300867,,,,,1100000.0,366666.667,488.67,382.0,,1.0,
25,36005005200,Soundview-Bruckner,2112,1184,8.0,546,54.0,20484,307,,2368,1468,14,689,138,45000,660,,0.560810811,0.125482625,1.061,1.196836555,1.149837134,,1.758583713,-0.167901051,0.790129065,1.760267471,,324999.0,118333.33,140.68,464000.0,160000.0,203.39,159.0,9.0,5.0,Low to Low
26,36005005300,University Heights-Morris Heights,1255,617,5.0,243,58.0,18567,573,,3866,2041,69,865,251,12300,946,,3.479824108,0.155557897,0.308,-0.337534335,0.65095986,,-0.88579174,-1.714065542,-0.578523586,0.575290648,,,,,,,,,,,
27,36005005400,West Farms-Bronx River,5550,2993,106.0,1252,154.0,24335,636,,6292,3836,105,1575,280,31400,1204,,-0.126248965,0.109635899,0.419,0.290322581,0.893081761,,-0.150932189,-1.123138007,-0.209035373,0.690439823,,350000.0,148750.0,126.09,385000.0,163333.333,152.04,119.0,78.0,31.0,Low to Low
28,36005005600,West Farms-Bronx River,2724,1715,10.0,649,147.0,26544,634,,2614,1661,40,465,93,29740,1056,,3.168324407,-0.253362539,-0.347,0.120403858,0.665615142,,-1.54739694,-2.027130094,-0.971459838,0.0800402,,373340.0,146433.335,116.465,470000.0,168333.333,162.58,127.0,28.0,17.0,Low to Low
29,36005005902,East Concourse-Concourse Village,2677,1729,71.0,544,341.0,30720,708,,2746,1775,84,632,465,29920,1256,,0.153370331,0.132572512,0.328,-0.026041667,0.774011299,,-0.694302777,-1.251251135,-0.257433765,0.748208422,,700000.0,58166.67,59.585,987500.0,493750.0,628.045,490.5,4.0,2.0,Low to High
30,36005006000,Crotona Park East,1088,616,29.0,241,37.0,27381,588,,1269,791,17,342,182,39783,1118,,-0.497404962,0.216679909,2.831,0.452941821,0.901360544,,1.180707969,-1.022934923,-0.186370839,0.653163348,,325000.0,147000.0,175.0,371175.0,170587.5,162.07,126.5,23.0,14.0,Low to Low
31,36005006100,East Concourse-Concourse Village,4039,2998,78.0,592,446.0,34611,514,,3878,3158,91,850,1017,57083,1011,,0.215102286,0.495420285,1.165,0.649273352,0.96692607,,1.448464454,-0.372933253,0.501868644,1.374562939,,,,,,,,,,,
32,36005006200,West Farms-Bronx River,6399,3594,87.0,1360,256.0,22217,410,,7386,4099,2,1833,291,32000,703,,-0.980083476,0.16768678,-0.003,0.44033848,0.714634146,,-2.062643272,-2.009077289,-1.103142521,-0.191653333,,372000.0,137500.0,125.52,530000.0,155466.667,130.43,102.0,11.0,11.0,Low to Low
33,36005006300,West Concourse,5815,3463,163.0,1486,235.0,27761,651,,4291,3109,244,1128,768,35972,1162,,1.028586012,0.028682839,2.64,0.295774648,0.784946237,,1.137379814,-0.445204922,0.360681099,1.188504737,,400000.0,90000.0,89.83,360000.0,135000.0,120.62,94.5,15.0,10.0,Low to Low
34,36005006400,West Farms-Bronx River,3833,2286,37.0,847,335.0,35500,741,,3266,2112,154,520,283,36727,1203,,3.88474206,-0.279485754,-0.086,0.03456338,0.623481781,,-1.307729018,-1.99129348,-0.996232728,0.0012137,,365000.0,133333.33,112.95,467000.0,160666.6665,157.28,122.5,35.0,18.0,Low to Low
35,36005006500,Melrose South-Mott Haven North,4789,2589,232.0,1199,310.0,19961,512,,5609,3140,138,1158,336,27197,984,,-0.49213241,-0.175389666,-0.106,0.362506888,0.921875,,-1.269413062,-1.176195415,-0.179927777,0.781437388,,527518.5,104166.67,131.855,636500.0,177121.212,205.935,161.0,16.0,12.0,Low to Low
36,36005006700,Melrose South-Mott Haven North,6491,3378,167.0,1297,67.0,22256,354,,7597,4127,21,1887,260,21563,696,,-0.89255844,0.243086663,2.176,-0.031137671,0.966101695,,-0.243056251,-0.747324288,0.270111606,1.24939467,,330000.0,101000.0,96.86,426200.0,153625.0,181.01,141.5,31.0,22.0,Low to Low
37,36005006800,Soundview-Bruckner,3132,1987,14.0,781,210.0,33191,768,,3358,2257,110,886,255,41544,1228,,6.3283417,0.058092777,0.069,0.251664608,0.598958333,,-0.099398684,-1.507902576,-0.541540061,0.408185648,,372900.0,159583.335,123.005,447411.0,211250.0,140.735,110.0,28.0,12.0,Low to Low
38,36005006900,Melrose South-Mott Haven North,4400,2118,147.0,870,139.0,10868,295,,8672,4731,221,2084,932,28933,873,,-0.237204107,0.215379395,2.002,1.66221936,1.959322034,,3.116593991,0.82674452,1.894520169,2.985705378,,418219.0,139406.33,133.53,330840.0,164170.0,120.665,94.0,45.0,6.0,Low to Low
39,36005007000,Soundview-Bruckner,4084,2423,184.0,844,326.0,35081,708,,4889,3009,113,1229,322,33277,1288,,-0.486989426,0.216396418,-0.205,-0.051423848,0.81920904,,-1.554604766,-2.223376622,-1.125021649,-0.066772781,,352000.0,165833.335,123.32,390000.0,181000.0,150.78,118.0,78.0,61.0,Low to Low
40,36005007100,Melrose South-Mott Haven North,1961,995,15.0,409,107.0,37891,379,,2544,1602,42,586,391,41298,1011,,1.158333333,0.104421353,1.27,0.089915811,1.667546174,,1.379487115,0.070088016,0.955850159,1.812282785,,,,,37082143.0,241858.3395,305.29,238.5,,2.0,
41,36005007200,Soundview-Bruckner,5369,3336,426.0,1223,508.0,33777,681,,5563,3457,341,1504,771,34009,1142,,-0.227445505,0.186877026,0.465,0.006868579,0.676945668,,-0.76154465,-1.717307192,-0.844949713,0.044563905,,362850.0,176250.0,156.105,438000.0,204500.0,205.8,161.0,78.0,43.0,Low to Low
42,36005007300,Melrose South-Mott Haven North,3248,1662,6.0,780,74.0,20087,494,,4046,2362,63,1141,111,23696,964,,7.429065744,0.17430574,0.055,0.179668442,0.951417004,,0.48803887,-0.499882441,0.486175013,1.501615131,,270300.0,98894.0,87.96,565000.0,118375.0,113.66,89.0,11.0,5.0,Low to Low
43,36005007400,Soundview-Castle Hill-Clason Point-Harding Park,3263,2156,89.0,685,494.0,42288,658,,3701,2464,115,931,515,48333,1275,,0.139215335,0.198276654,-0.088,0.142948354,0.93768997,,-0.607059886,-1.374644373,-0.371106835,0.638523625,,310000.0,167375.0,147.55,435000.0,225000.0,197.85,155.0,47.0,23.0,Low to Low
44,36005007500,Melrose South-Mott Haven North,4688,2665,47.0,971,211.0,23321,450,,6043,3342,86,1543,498,34844,793,,0.419500671,0.232769,0.882,0.494104026,0.762222222,,0.629815243,-0.089802194,0.816386333,1.720122312,,290000.0,152250.0,110.65,320000.0,200000.0,213.15,167.0,40.0,27.0,Low to Low
45,36005007600,West Farms-Bronx River,4902,2939,193.0,1206,367.0,35218,684,,5013,3449,203,1445,269,38894,1226,,0.028523766,0.171645265,-0.375,0.104378443,0.792397661,,-1.395392266,-2.005022765,-1.088694324,-0.16603073,,400000.0,175666.665,135.95,387500.0,165000.0,132.565,103.5,60.0,38.0,Low to Low
46,36005007700,Melrose South-Mott Haven North,1547,787,19.0,355,29.0,20521,592,,2040,1186,48,572,153,35833,1221,,0.915789474,0.221877934,2.501,0.746162468,1.0625,,2.153227705,0.348819601,1.343192967,2.344438573,,279250.0,101455.5,93.165,520000.0,140370.37,163.87,128.0,26.0,13.0,Low to Low
47,36005007800,Westchester-Unionport,6458,3753,596.0,1449,463.0,39387,717,,6535,3993,225,1803,571,35083,1308,,-0.626931392,0.229645118,0.159,-0.109274634,0.824267782,,-1.306094196,-1.99095809,-0.986730376,0.019093085,,367000.0,171675.0,148.81,410000.0,228333.333,178.16,139.0,88.0,57.0,Low to Low
48,36005007900,Melrose South-Mott Haven North,6598,3752,149.0,1347,179.0,17988,385,,6693,3806,9,1631,255,29272,703,,-0.940454667,0.193652334,0.404,0.627307094,0.825974026,,-0.884770475,-0.730735671,0.121693952,0.981227096,,223500.0,125491.0,118.535,325000.0,115500.0,104.0,81.5,32.0,18.0,Low to Low
49,36005008300,Longwood,6204,3389,45.0,1530,162.0,26799,504,,6887,4016,23,1675,514,31888,889,,-0.539576981,-0.013799799,1.677,0.189895145,0.763888889,,-0.118008997,-0.706699813,0.306987312,1.309884402,,315000.0,152875.0,129.735,577000.0,114583.333,133.27,104.0,32.0,11.0,Low to Low
50,36005008400,Soundview-Castle Hill-Clason Point-Harding Park,2167,1228,43.0,356,190.0,39821,893,,2528,1629,39,729,365,80234,1471,,-0.222540109,0.755332412,0.448,1.014866528,0.647256439,,0.887882047,-0.710347923,0.372652065,1.447621961,,329000.0,174500.0,150.82,376500.0,224707.5,204.03,159.5,77.0,46.0,Low to Low
51,36005008500,Longwood,5335,2858,85.0,1319,214.0,18036,401,,6406,4086,51,1720,523,30321,1003,,-0.500312207,0.08600329,0.709,0.681137725,1.501246883,,0.912567966,-0.314108378,0.676205091,1.693193585,,345000.0,115000.0,102.31,440000.0,160000.0,146.79,115.0,43.0,25.0,Low to Low
52,36005008600,Soundview-Castle Hill-Clason Point-Harding Park,4381,2299,73.0,929,97.0,17891,300,,3849,2480,21,883,243,27083,408,,-0.672567506,0.081858176,1.322,0.513777877,0.36,,-0.544829462,-1.405653846,-0.327475084,0.729261794,,332500.0,156250.0,152.125,415000.0,186666.6665,150.545,118.0,18.0,14.0,Low to Low
53,36005008700,Longwood,5208,2674,42.0,1103,151.0,22322,515,,6420,4096,120,1575,299,33771,1027,,1.317757009,0.158353174,0.293,0.51290207,0.994174757,,0.607902484,-0.421929022,0.527899678,1.460189425,,299000.0,116500.0,111.11,460000.0,200000.0,191.92,150.0,13.0,9.0,Low to Low
54,36005008900,Hunts Point,3012,1683,25.0,668,136.0,23049,429,,3323,1832,52,757,185,38512,929,,0.885332531,0.02717406,0.25,0.670875092,1.165501166,,0.659739963,-0.422827297,0.53709978,1.460787183,,2585937.0,165331.585,94.855,8705000.0,223135.209,176.545,137.5,4.0,2.0,Low to Low
55,36005009000,Soundview-Castle Hill-Clason Point-Harding Park,3642,2055,150.0,707,174.0,19981,280,,3636,2104,99,932,282,34155,438,,-0.338910891,0.320421434,0.583,0.709373905,0.564285714,,0.113677787,-1.034514862,-0.083205947,0.878735832,,305000.0,235000.0,149.57,351100.0,227762.5,180.79,141.0,45.0,23.0,Low to Low
56,36005009200,Westchester-Unionport,4754,2941,585.0,1214,467.0,40661,702,,5975,3813,103,1423,694,50347,1276,,-0.859911454,-0.067374081,0.146,0.238213522,0.817663818,,-1.616073466,-2.127515997,-1.123239932,-0.143590197,,381300.0,181750.0,158.645,450000.0,237500.0,173.61,136.0,86.0,45.0,Low to Low
57,36005009300,Hunts Point,5517,2703,93.0,1232,112.0,19864,534,,6601,4168,65,2012,396,31403,1157,,-0.415850971,0.364930441,1.293,0.580900121,1.166666667,,1.232877341,0.037062909,0.905495687,1.781608739,,325035.0,131997.835,104.385,385125.0,141250.0,122.115,95.5,82.0,56.0,Low to Low
58,36005009600,Westchester-Unionport,1947,1228,249.0,408,194.0,49020,830,,2597,1759,175,611,357,56652,1526,,-0.473094534,0.12272928,0.285,0.155691554,0.838554217,,-0.724875327,-1.561712145,-0.699015411,0.170595422,,322500.0,190833.33,157.98,405000.0,220000.0,187.1,146.0,50.0,29.0,Low to Low
59,36005009800,Westchester-Unionport,5460,3593,339.0,1109,556.0,45670,675,,5306,3511,139,1153,962,67188,1386,,-0.578069909,0.069850658,0.771,0.471162689,1.053333333,,0.164880203,-1.224143033,-0.345742168,0.512353983,,310000.0,180000.0,161.11,375500.0,204387.5,183.865,143.5,127.0,62.0,Low to Low
60,36005011502,Hunts Point,4124,1955,12.0,991,63.0,16091,496,,4656,2468,26,1157,311,30357,998,,0.919100802,0.034106789,2.91,0.886582562,1.012096774,,2.110461771,0.214742775,1.147056557,2.078193426,,300000.0,116900.5,108.01,418500.0,142144.809,139.495,109.0,47.0,28.0,Low to Low
61,36005011700,Hunts Point,1725,953,10.0,436,31.0,18102,599,,1536,847,45,395,100,33611,1094,,4.053710938,0.017439256,2.63,0.85675616,0.826377295,,2.15701641,0.56124065,1.763784506,2.984825691,,392200.0,66146.34,92.56,3665421.0,138838.7445,166.875,130.0,5.0,2.0,Low to Low
62,36005011800,Schuylerville-Throgs Neck-Edgewater Park,5097,3260,4278.0,1207,714.0,64258,791,,5267,3011,3677,1234,795,98750,1752,,-0.168228252,-0.010628935,0.206,0.536773631,1.214917826,,0.122158505,-1.116516304,-0.018540124,1.136963027,,380000.0,298000.0,203.25,401500.0,315000.0,257.42,201.0,117.0,93.0,Low to Low
63,36005011900,Hunts Point,4793,2591,55.0,1114,122.0,20000,413,,5179,3101,9,1240,214,26723,941,,-0.848559743,0.030144178,0.466,0.33615,1.278450363,,-0.460940981,-0.836407684,0.075564193,0.998156876,,390000.0,125000.0,96.01,440000.0,217500.0,164.81,129.0,13.0,17.0,Low to Low
64,36005012101,Morrisania-Melrose,2802,1524,37.0,704,155.0,19939,561,,2875,1738,86,861,186,30469,1013,,1.265306698,0.19195751,0.052,0.528110738,0.8057041,,0.160947904,-0.941252284,0.120594254,1.209279876,,384500.0,151650.0,129.045,449000.0,191000.0,195.77,153.0,32.0,15.0,Low to Low
65,36005012102,Hunts Point,1695,802,47.0,311,24.0,17765,384,,1682,818,5,486,81,20068,495,,-0.892794798,0.574778915,2.309,0.129636927,0.2890625,,-0.619354918,-1.244896938,-0.195111852,0.883394141,,157500.0,78750.0,65.73,,,,,1.0,,
66,36005012300,Crotona Park East,2927,1519,40.0,589,95.0,21923,364,,3893,2396,67,990,345,33295,663,,0.259369381,0.263741416,1.302,0.518724627,0.821428571,,0.970919645,-0.453250012,0.333726133,1.148529487,,295000.0,112000.0,116.24,385000.0,155000.0,152.78,119.0,31.0,21.0,Low to Low
67,36005012500,Morrisania-Melrose,2264,1377,48.0,455,184.0,37708,542,,4311,2605,58,1120,336,30097,1089,,-0.365421789,0.29272166,-0.035,-0.201840458,1.009225092,,-1.171656385,-1.133350219,-0.171608767,0.800060359,,293750.0,142000.0,133.145,400000.0,196666.6665,170.995,134.0,40.0,26.0,Low to Low
68,36005012701,Hunts Point,2268,1352,57.0,522,77.0,12192,347,,1954,1246,49,412,152,21530,733,,-0.002208695,-0.083895105,1.142,0.765912073,1.112391931,,0.909851224,-0.541162996,0.396901691,1.276520082,,276000.0,125000.0,97.42,319500.0,231946.0,172.24,134.5,23.0,8.0,Low to Low
69,36005012901,Longwood,2814,1546,51.0,551,99.0,14364,357,,4240,2341,105,994,199,24879,942,,0.366398446,0.19727254,0.327,0.732038429,1.638655462,,1.359066353,-0.042208374,0.841916827,1.729440131,,255791.0,85263.67,91.78,278000.0,100166.6665,108.59,85.0,31.0,18.0,Low to Low
70,36005013000,Schuylerville-Throgs Neck-Edgewater Park,1123,795,770.0,217,130.0,51346,757,,1447,985,629,367,264,75500,1429,,-0.366026441,0.312555136,0.639,0.470416391,0.887714663,,0.341803749,-1.033837981,0.02076886,1.099435348,,387500.0,238500.0,196.48,454900.0,249500.0,218.765,171.0,34.0,16.0,Low to Low
71,36005013100,Longwood,3519,1797,65.0,670,182.0,14762,473,,5008,2733,31,1068,358,33977,901,,-0.664877734,0.120086071,0.293,1.301652893,0.904862579,,0.289856933,-0.404025065,0.531245267,1.48973972,,292000.0,123000.0,129.085,350000.0,142500.0,144.64,113.0,68.0,31.0,Low to Low
72,36005013200,Schuylerville-Throgs Neck-Edgewater Park,5597,3944,3283.0,1229,627.0,68064,814,,7160,5184,2106,1322,1747,112736,1309,,-0.498547537,-0.159143556,1.12,0.65632346,0.608108108,,-0.294177723,-1.392040046,-0.242429211,0.904057687,,370500.0,257500.0,187.16,400000.0,300000.0,218.21,170.0,232.0,133.0,Low to Low
73,36005013300,Morrisania-Melrose,6047,3320,25.5,1047,237.0,17933,317,,6095,3729,91,1636,440,29629,675,,2.540523412,0.550254056,0.653,0.652205431,1.129337539,,1.831085757,0.297055398,1.259027079,2.23790133,,367978.0,128959.335,124.09,260518.5,120916.6665,140.555,110.0,14.0,18.0,Low to Low
74,36005013500,Morrisania-Melrose,3126,1626,18.0,617,96.0,16588,396,,3855,2375,54,871,285,38265,702,,1.432684825,0.14471555,1.033,1.30678804,0.772727273,,1.571131743,0.18576701,1.146311431,2.113256539,,264500.0,166333.33,133.56,260000.0,148333.333,118.18,92.0,60.0,21.0,Low to Low
75,36005013800,Schuylerville-Throgs Neck-Edgewater Park,1964,1353,1205.0,403,229.0,56953,782,,2794,2038,1713,613,428,100703,1273,,-0.000724136,0.06922846,0.241,0.768177269,0.627877238,,-0.168303158,-1.219908141,-0.268488313,0.634090619,,356000.0,319300.0,196.08,381520.0,355350.0,212.19,166.0,41.0,31.0,Low to Low
76,36005014100,Morrisania-Melrose,2227,1021,8.0,492,43.0,12806,518,,5781,3472,19,1347,618,35225,1074,,-0.08508476,0.054677645,3.226,1.750663751,1.073359073,,2.598876228,0.629345585,1.604032002,2.583272533,,325000.0,99000.0,92.53,20194.0,6731.3335,6.755,5.5,11.0,2.0,Low to Low
77,36005014300,East Concourse-Concourse Village,748,312,7.0,157,13.0,9893,457,,1085,727,57,245,80,38750,541,,4.613693219,0.075816725,1.641,2.916910947,0.18380744,,2.053364996,0.294696647,1.269648251,2.225347679,,292000.0,97333.33,77.87,535000.0,178333.3335,137.345,107.5,5.0,4.0,Low to Low
78,36005014400,Schuylerville-Throgs Neck-Edgewater Park,5624,3205,524.0,1135,237.0,27203,364,,6198,3441,212,1354,406,33864,567,,-0.632888225,0.08247168,0.596,0.244862699,0.557692308,,-0.948144673,-1.586864929,-0.558062955,0.454951772,,375000.0,190000.0,187.07,410000.0,277500.0,214.285,167.0,63.0,36.0,Low to Low
79,36005014500,Claremont-Bathgate,4878,2500,24.0,1060,212.0,17205,369,,8112,4260,88,1694,426,22543,902,,1.204881657,-0.03900441,0.179,0.310258646,1.444444444,,0.458601197,-0.180433847,0.754288224,1.712119769,,150000.0,47500.0,33.26,4090000.0,197419.355,227.245,177.5,25.0,2.0,Low to Low
80,36005014701,Claremont-Bathgate,5946,2871,10.0,1115,140.0,12951,273,,7152,3523,69,1465,391,15691,436,,4.736493289,0.092345833,1.276,0.211566674,0.597069597,,0.719787233,-0.100939318,0.893881967,1.897212683,,,,,,,,,,,
81,36005014702,Claremont-Bathgate,4979,2405,9.0,941,119.0,12951,273,,5326,2894,70,1536,272,21131,500,,6.271039346,0.525957916,0.899,0.631611459,0.831501832,,1.909236898,0.386790705,1.438112708,2.516848081,,,,,,,,,,,
82,36005014900,Morrisania-Melrose,3668,2144,29.0,915,116.0,19647,490,,4508,2791,109,1260,374,31654,981,,2.058256586,0.120456165,1.477,0.61113656,1.002040816,,1.597333931,0.25151574,1.178489429,2.117966427,,350000.0,120077.67,106.38,435583.5,134027.8335,124.495,97.5,53.0,16.0,Low to Low
83,36005015100,Morrisania-Melrose,4743,2438,18.0,1154,230.0,20064,586,,5172,3169,74,1099,450,44643,1035,,2.770108275,-0.126653685,0.505,1.225029904,0.766211604,,0.924278157,-0.210739613,0.761304598,1.721752288,,330000.0,126666.67,107.37,382590.0,151704.3335,132.935,104.0,131.0,60.0,Low to Low
84,36005015200,Schuylerville-Throgs Neck-Edgewater Park,2359,1587,1389.0,465,240.0,60417,858,,2805,1924,645,558,458,73627,1399,,-0.60947167,0.009197861,0.574,0.21864707,0.630536131,,-0.96546883,-1.59959993,-0.631678726,0.323900171,,347900.0,221150.0,211.895,375000.0,245000.0,243.66,190.0,84.0,59.0,High to Low
